,Solvent,FileHandle,NC_K,SIGMA_K,TAU,Solvation_Energy,Total_Energy,No.,SoluteName,Formula,Subset,Charge,Level1,Level2,Level3,DeltaGsolv,type,eps,n,alpha,beta,gamma,phi**2,psi**2,beta**2,H,C,HC,CC,CC2,N,HN,HN2,CN,NC,NC2,NC3,O,HO,HO2,OC,CO2,ON,OO,F,Cl,Br,I,FC,ClC,BrC,IC,Si,OSi,P,HP,OP,S,HS,OS,SP,SS,TotalArea,error,error_ev,error_frac
5691,water,test2011,0.004,0.9111111111111112,0.0003,-1.316839999999985,-139.73107,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,21.16633039999965,0.9178807632263509,-2.300688086956484
5692,water,test2011,0.004,0.8222222222222222,0.0007666666666666668,-0.9310899999999833,-139.34532,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,12.270935399999615,0.5321307632263493,-1.333797326086915
5693,water,test2011,0.004,1.0,0.001,-1.6284100000000024,-140.04264,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,28.351134600000055,1.2294507632263683,-3.0816450652173977
5694,water,test2011,0.004,1.0,0.00045555555555555556,-2.1239699999999857,-140.5382,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,39.77874819999967,1.7250107632263516,-4.323776978260834
5695,water,test2011,0.004,1.0,0.0006111111111111111,-1.7310999999999979,-140.14533,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,30.719165999999948,1.3321407632263638,-3.3390397826086904
5696,water,test2011,0.004,0.7333333333333334,0.00037777777777777777,,,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,,,
5697,water,test2011,0.004,0.8222222222222222,0.0005333333333333334,-0.9860199999999963,-139.40025,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,13.537621199999915,0.5870607632263624,-1.4714805652173821
5698,water,test2011,0.004,0.7333333333333334,0.001,-0.6824499999999887,-139.09668,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,6.5372969999997395,0.2834907632263547,-0.710575760869537
5699,water,test2011,0.004,1.0,0.0007666666666666668,-2.1628000000000043,-140.57703,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,40.674168000000094,1.7638407632263702,-4.421105217391315
5700,water,test2011,0.004,1.0,0.000688888888888889,-3.6141599999999983,-142.02839,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,74.14252959999995,3.215200763226364,-8.058970608695647
5701,water,test2011,0.004,0.8222222222222222,0.000688888888888889,-0.9493799999999908,-139.36361,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,12.692702799999786,0.5504207632263568,-1.3796416086956291
5702,water,test2011,0.004,0.8222222222222222,0.0003,-1.040140000000008,-139.45437,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,14.785628400000185,0.6411807632263741,-1.6071335217391507
5703,water,test2011,0.004,0.9111111111111112,0.0008444444444444445,-1.191190000000006,-139.60542,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,18.268841400000138,0.792230763226372,-1.9857436304347977
5704,water,test2011,0.004,0.8222222222222222,0.00037777777777777777,-1.0221599999999853,-139.43639,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,14.37100959999966,0.6232007632263513,-1.5620662608695284
5705,water,test2011,0.004,0.7333333333333334,0.00045555555555555556,-0.8107799999999941,-139.22501,2449,ethylparaben,H10C9O3,[d],0,2,9,0,-9.2,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,117.83,74.936,71.442,88.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.516,8.582,0.0,20.382,7.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.283,9.496586799999864,0.4118207632263601,-1.0322376956521593
5706,water,i066,0.002333333333333333,0.6444444444444445,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5707,water,i066,0.00175,0.6000000000000001,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5708,water,i066,0.001,0.7999999999999999,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5709,water,i066,0.003333333333333333,0.8222222222222222,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5710,water,i066,0.003,0.7333333333333334,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5711,water,i066,0.0016666666666666666,0.8222222222222222,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5712,water,i066,0.001,0.6444444444444445,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5713,water,i066,0.0036666666666666666,0.6444444444444445,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5714,water,i066,0.002,0.9111111111111112,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5715,water,i066,0.001,1.0,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5716,water,i066,0.0036666666666666666,0.8222222222222222,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5717,water,i066,0.001,0.8,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5718,water,i066,0.0016666666666666666,0.9111111111111112,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5719,water,i066,0.0025,0.6000000000000001,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5720,water,i066,0.003333333333333333,0.5555555555555556,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5721,water,i066,0.0016666666666666666,1.0,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5722,water,i066,0.0013333333333333333,1.0,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5723,water,i066,0.0036666666666666666,0.2888888888888889,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5724,water,i066,0.0025,0.2,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5725,water,i066,0.001,1.5,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5726,water,i066,0.0025,0.8,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5727,water,i066,0.002333333333333333,0.8222222222222222,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5728,water,i066,0.003333333333333333,0.37777777777777777,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5729,water,i066,0.001,0.37777777777777777,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5730,water,i066,0.0026666666666666666,0.6444444444444445,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5731,water,i066,0.004,0.2,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5732,water,i066,0.00175,0.4,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5733,water,i066,0.002333333333333333,0.2,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5734,water,i066,0.003,0.2,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5735,water,i066,0.0036666666666666666,1.0,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5736,water,i066,0.0004,0.7999999999999999,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5737,water,i066,0.0036666666666666666,0.37777777777777777,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5738,water,i066,0.0026666666666666666,0.37777777777777777,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5739,water,i066,0.0032500000000000003,0.4,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5740,water,i066,0.0032500000000000003,0.6000000000000001,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5741,water,i066,0.001,0.6000000000000001,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
5742,water,i066,0.002,0.2,0.000525,,,2932,ethanol,H5C2O1,[i],-1,13,2,0,-90.7,abs,78.36,1.3328,0.82,0.35,103.62,0.0,0.0,0.1225,64.484,15.346,43.003,9.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.737,0.0,0.0,9.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.567,,,
